date,ticker,region,existing_cards,existing_txns,existing_spend,new_cards,new_txns,new_spend
2026-05-08,FRYZ,NORTHEAST,3338,287,4425.99,678,75,1192.1
2026-05-08,FRYZ,SOUTHEAST,2819,215,3264.3,540,58,908.88
2026-05-08,FRYZ,MIDWEST,2776,248,3833.88,564,66,1011.49
2026-05-08,FRYZ,WEST,3744,336,5459.73,643,78,1110.98
2026-05-09,FRYZ,NORTHEAST,3365,285,4647.65,540,60,892.94
2026-05-09,FRYZ,SOUTHEAST,3067,249,3874.81,534,60,877.47
2026-05-09,FRYZ,MIDWEST,2446,220,3398.17,570,71,1149.79
2026-05-09,FRYZ,WEST,3841,328,5300.34,738,83,1242.35
2026-05-10,FRYZ,NORTHEAST,3461,308,4672.72,651,65,980.01
2026-05-10,FRYZ,SOUTHEAST,3186,295,4650.62,609,67,981.61
2026-05-10,FRYZ,MIDWEST,2552,213,3323.74,442,45,705.03
2026-05-10,FRYZ,WEST,3469,309,4783.97,765,85,1259.79
2026-05-11,FRYZ,NORTHEAST,3115,262,4082.51,713,78,1236.77
2026-05-11,FRYZ,SOUTHEAST,2896,238,3877.8,618,75,1119.22
2026-05-11,FRYZ,MIDWEST,2483,203,3188.44,514,62,915.53
2026-05-11,FRYZ,WEST,3711,335,5259.52,787,98,1534.32
2026-05-12,FRYZ,NORTHEAST,3085,298,4878.83,676,84,1283.2
2026-05-12,FRYZ,SOUTHEAST,3151,272,4149.71,616,80,1212.41
2026-05-12,FRYZ,MIDWEST,2598,230,3777.29,629,75,1093.24
2026-05-12,FRYZ,WEST,3545,326,5341.14,744,85,1286.7
2026-05-13,FRYZ,NORTHEAST,3168,296,4599.01,677,82,1319.96
2026-05-13,FRYZ,SOUTHEAST,2976,260,4091.6,567,59,898.03
2026-05-13,FRYZ,MIDWEST,2650,225,3644.48,607,73,1081.45
2026-05-13,FRYZ,WEST,3455,315,5009.22,717,80,1233.89
2026-05-14,FRYZ,NORTHEAST,3186,324,4936.06,666,74,1032.38
2026-05-14,FRYZ,SOUTHEAST,2932,235,3599.14,551,60,907.91
2026-05-14,FRYZ,MIDWEST,2710,251,3771.74,466,56,870.31
2026-05-14,FRYZ,WEST,3719,301,4888.32,848,107,1578.21
2026-05-15,FRYZ,NORTHEAST,3231,272,4223.3,752,84,1256.5
2026-05-15,FRYZ,SOUTHEAST,2935,259,4043.09,536,72,1078.63
2026-05-15,FRYZ,MIDWEST,2553,190,3067.87,579,65,961.45
2026-05-15,FRYZ,WEST,3604,326,5444.04,759,94,1446.83
2026-05-16,FRYZ,NORTHEAST,3252,285,4449.62,763,92,1255.51
2026-05-16,FRYZ,SOUTHEAST,3055,267,4219.58,718,88,1363.32
2026-05-16,FRYZ,MIDWEST,2351,204,3017.61,504,63,935.93
2026-05-16,FRYZ,WEST,4076,359,5679.4,796,94,1428.61
2026-05-17,FRYZ,NORTHEAST,3238,266,4307.77,705,78,1150.37
2026-05-17,FRYZ,SOUTHEAST,2956,273,4379.53,654,72,1136.07
2026-05-17,FRYZ,MIDWEST,2622,229,3743.19,568,65,1037.91
2026-05-17,FRYZ,WEST,3518,311,4939.71,810,87,1264.23
2026-05-18,FRYZ,NORTHEAST,3524,304,4891.89,711,89,1349.56
2026-05-18,FRYZ,SOUTHEAST,2982,278,4537.95,622,69,1111.6
2026-05-18,FRYZ,MIDWEST,2697,201,3197.28,512,59,880.02
2026-05-18,FRYZ,WEST,3722,291,4597.01,785,96,1378.56
2026-05-19,FRYZ,NORTHEAST,3522,268,4213.42,645,78,1087.61
2026-05-19,FRYZ,SOUTHEAST,2945,246,3883.09,674,78,1099.74
2026-05-19,FRYZ,MIDWEST,2428,215,3341.86,678,83,1250.1
2026-05-19,FRYZ,WEST,3683,284,4405.18,729,73,1112.28
2026-05-20,FRYZ,NORTHEAST,3190,293,4631.69,719,82,1225.96
2026-05-20,FRYZ,SOUTHEAST,2943,230,3464.21,676,84,1197.79
2026-05-20,FRYZ,MIDWEST,2662,224,3587.8,617,77,1137.64
2026-05-20,FRYZ,WEST,3831,339,5467.21,832,78,1162.33
2026-05-21,FRYZ,NORTHEAST,3286,297,4640.11,729,85,1345.54
2026-05-21,FRYZ,SOUTHEAST,2877,233,3470.13,721,73,1152.11
2026-05-21,FRYZ,MIDWEST,2736,227,3622.87,567,61,947.72
2026-05-21,FRYZ,WEST,3360,255,3977.45,753,99,1583.58
2026-05-22,FRYZ,NORTHEAST,3386,306,4560.68,866,85,1204.45
2026-05-22,FRYZ,SOUTHEAST,3237,260,4223.01,770,82,1195.23
2026-05-22,FRYZ,MIDWEST,2528,216,3472.03,586,61,945.94
2026-05-22,FRYZ,WEST,3858,321,4947.42,656,83,1192.3
2026-05-23,FRYZ,NORTHEAST,3380,276,4449.47,769,87,1376.21
2026-05-23,FRYZ,SOUTHEAST,3198,276,4246.79,648,79,1281.98
2026-05-23,FRYZ,MIDWEST,2787,220,3558.94,610,73,1128.72
2026-05-23,FRYZ,WEST,3745,359,5856.42,935,111,1827.03
2026-05-24,FRYZ,NORTHEAST,3016,250,3931.67,751,86,1236.2
2026-05-24,FRYZ,SOUTHEAST,3075,254,3876.25,684,75,1118.44
2026-05-24,FRYZ,MIDWEST,2414,197,3097.46,669,70,1060.59
2026-05-24,FRYZ,WEST,3698,306,4758.36,841,102,1624.08
2026-05-25,FRYZ,NORTHEAST,3413,278,4525.85,773,88,1242.16
2026-05-25,FRYZ,SOUTHEAST,3102,261,4196.7,683,64,968.13
2026-05-25,FRYZ,MIDWEST,2624,207,3355.59,551,63,1016.78
2026-05-25,FRYZ,WEST,3613,293,4338.46,776,87,1251.38
2026-05-26,FRYZ,NORTHEAST,3045,266,4402.42,853,100,1470.39
2026-05-26,FRYZ,SOUTHEAST,3104,269,4086.28,712,70,1060.59
2026-05-26,FRYZ,MIDWEST,2587,242,3722.52,591,67,974.69
2026-05-26,FRYZ,WEST,3856,342,5442.4,883,102,1590.74
2026-05-27,FRYZ,NORTHEAST,3258,290,4618.3,802,95,1436.29
2026-05-27,FRYZ,SOUTHEAST,2812,232,3526.89,701,89,1273.14
2026-05-27,FRYZ,MIDWEST,2588,198,3093.42,684,84,1325.91
2026-05-27,FRYZ,WEST,3487,325,4997.95,908,118,1644.5
2026-05-28,FRYZ,NORTHEAST,3098,271,4498.76,827,97,1489.36
2026-05-28,FRYZ,SOUTHEAST,2992,250,4076.17,674,78,1213.01
2026-05-28,FRYZ,MIDWEST,2600,237,3961.8,685,74,1180.89
2026-05-28,FRYZ,WEST,3673,296,4378.41,824,102,1588.35
2026-05-29,FRYZ,NORTHEAST,3334,260,3957.83,696,81,1160.55
2026-05-29,FRYZ,SOUTHEAST,3052,260,4019.79,723,81,1233.04
2026-05-29,FRYZ,MIDWEST,2761,251,3821.5,727,85,1330.41
2026-05-29,FRYZ,WEST,3455,274,4067.61,916,103,1647.43
2026-05-30,FRYZ,NORTHEAST,3221,271,4207.61,852,99,1444.26
2026-05-30,FRYZ,SOUTHEAST,3089,243,3906.64,680,88,1296.29
2026-05-30,FRYZ,MIDWEST,2394,220,3333.27,705,76,1133.67
2026-05-30,FRYZ,WEST,3360,274,4304.27,873,103,1566.82
2026-05-31,FRYZ,NORTHEAST,3331,262,4156.29,828,94,1450.9
2026-05-31,FRYZ,SOUTHEAST,3012,259,3909.67,734,86,1311.29
2026-05-31,FRYZ,MIDWEST,2574,203,3194.33,685,81,1244.45
2026-05-31,FRYZ,WEST,4039,331,5424.76,947,97,1493.59
2026-06-01,FRYZ,NORTHEAST,3476,261,4124.92,903,106,1618.02
2026-06-01,FRYZ,SOUTHEAST,2877,251,3842.77,718,78,1217.2
2026-06-01,FRYZ,MIDWEST,2664,200,3147.86,599,61,899.38
2026-06-01,FRYZ,WEST,3446,282,4444.96,1004,113,1712.1
2026-06-02,FRYZ,NORTHEAST,3314,284,4416.41,809,84,1308.94
2026-06-02,FRYZ,SOUTHEAST,2762,211,3371.18,802,79,1108.94
2026-06-02,FRYZ,MIDWEST,2605,227,3549.4,688,78,1191.45
2026-06-02,FRYZ,WEST,3387,240,3582.3,936,99,1509.97
2026-06-03,FRYZ,NORTHEAST,3049,277,4372.8,855,90,1358.3
2026-06-03,FRYZ,SOUTHEAST,3288,284,4222.51,711,77,1169.96
2026-06-03,FRYZ,MIDWEST,2486,213,3420.75,661,65,930.33
2026-06-03,FRYZ,WEST,3812,292,4643.65,934,121,1907.02
2026-06-04,FRYZ,NORTHEAST,3304,279,4325.08,748,82,1193.56
2026-06-04,FRYZ,SOUTHEAST,2810,263,4041.23,820,93,1439.54
2026-06-04,FRYZ,MIDWEST,2674,224,3443.2,726,87,1318.96
2026-06-04,FRYZ,WEST,3647,309,4714.24,953,108,1599.86
2026-06-05,FRYZ,NORTHEAST,3253,270,4239.65,886,92,1338.0
2026-06-05,FRYZ,SOUTHEAST,3163,284,4596.75,855,106,1659.12
2026-06-05,FRYZ,MIDWEST,2626,222,3340.99,652,73,1085.64
2026-06-05,FRYZ,WEST,3767,325,4948.39,850,82,1244.2
2026-06-06,FRYZ,NORTHEAST,3284,254,3999.11,832,95,1474.6
2026-06-06,FRYZ,SOUTHEAST,2775,243,3991.33,689,89,1304.29
2026-06-06,FRYZ,MIDWEST,2508,208,3344.97,662,71,1038.68
2026-06-06,FRYZ,WEST,3863,316,4697.69,1000,122,1806.75
2026-06-07,FRYZ,NORTHEAST,3347,271,4340.84,892,96,1439.93
2026-06-07,FRYZ,SOUTHEAST,2774,240,3878.82,743,80,1242.83
2026-06-07,FRYZ,MIDWEST,2750,230,3513.79,745,82,1193.87
2026-06-07,FRYZ,WEST,3531,309,4652.42,913,92,1339.3
2026-06-08,FRYZ,NORTHEAST,3174,310,4782.97,857,97,1397.63
2026-06-08,FRYZ,SOUTHEAST,2818,233,3848.79,800,92,1381.92
2026-06-08,FRYZ,MIDWEST,2594,217,3365.5,695,68,996.57
2026-06-08,FRYZ,WEST,3452,266,4141.78,999,115,1672.25
2026-06-09,FRYZ,NORTHEAST,3394,252,4058.05,932,108,1593.03
2026-06-09,FRYZ,SOUTHEAST,3073,254,3901.48,872,102,1490.28
2026-06-09,FRYZ,MIDWEST,2651,204,3153.9,616,75,1042.34
2026-06-09,FRYZ,WEST,3590,286,4419.89,983,106,1572.23
2026-06-10,FRYZ,NORTHEAST,3221,258,3995.15,955,104,1580.71
2026-06-10,FRYZ,SOUTHEAST,2952,247,3858.39,850,105,1590.37
2026-06-10,FRYZ,MIDWEST,2523,207,3277.87,655,71,1088.21
2026-06-10,FRYZ,WEST,3346,263,4081.27,964,104,1454.19
2026-06-11,FRYZ,NORTHEAST,3215,264,4237.49,826,79,1205.16
2026-06-11,FRYZ,SOUTHEAST,2722,212,3319.87,832,86,1359.45
2026-06-11,FRYZ,MIDWEST,2571,218,3467.43,685,83,1255.47
2026-06-11,FRYZ,WEST,3574,276,4257.69,1068,135,2120.52
2026-06-12,FRYZ,NORTHEAST,2913,248,4064.97,900,97,1508.78
2026-06-12,FRYZ,SOUTHEAST,2830,232,3556.15,788,93,1360.8
2026-06-12,FRYZ,MIDWEST,2473,218,3397.29,780,89,1297.15
2026-06-12,FRYZ,WEST,3628,283,4593.77,1043,116,1848.05
2026-06-13,FRYZ,NORTHEAST,3329,299,4797.0,1061,122,1798.78
2026-06-13,FRYZ,SOUTHEAST,2720,223,3566.18,830,89,1269.57
2026-06-13,FRYZ,MIDWEST,2729,214,3471.17,727,74,1076.04
2026-06-13,FRYZ,WEST,3536,303,5055.7,1044,125,1878.1
2026-06-14,FRYZ,NORTHEAST,3492,272,4214.93,1051,113,1791.17
2026-06-14,FRYZ,SOUTHEAST,3250,272,4242.34,816,89,1404.51
2026-06-14,FRYZ,MIDWEST,2614,212,3653.77,710,86,1218.38
2026-06-14,FRYZ,WEST,3859,345,4939.34,992,127,1981.26
2026-06-15,FRYZ,NORTHEAST,3457,284,4602.28,875,99,1450.77
2026-06-15,FRYZ,SOUTHEAST,3150,274,4287.53,920,95,1534.33
2026-06-15,FRYZ,MIDWEST,2390,214,3288.12,741,72,1012.24
2026-06-15,FRYZ,WEST,3540,279,4453.66,954,119,1814.69
2026-06-16,FRYZ,NORTHEAST,3225,260,4308.39,886,100,1527.3
2026-06-16,FRYZ,SOUTHEAST,2979,275,4442.43,854,102,1653.93
2026-06-16,FRYZ,MIDWEST,2550,202,3115.46,652,68,998.01
2026-06-16,FRYZ,WEST,4095,324,5236.5,1091,108,1545.99
2026-06-17,FRYZ,NORTHEAST,3462,307,4922.67,1110,147,2187.54
2026-06-17,FRYZ,SOUTHEAST,2850,253,4144.87,840,94,1462.03
2026-06-17,FRYZ,MIDWEST,2613,204,3266.54,795,97,1404.09
2026-06-17,FRYZ,WEST,3787,305,4584.1,912,98,1445.38
2026-06-18,FRYZ,NORTHEAST,3401,295,4896.67,863,88,1330.46
2026-06-18,FRYZ,SOUTHEAST,2953,246,3980.79,829,83,1134.67
2026-06-18,FRYZ,MIDWEST,2816,227,3527.17,687,80,1246.45
2026-06-18,FRYZ,WEST,3703,293,4563.57,1068,124,1793.63
2026-06-19,FRYZ,NORTHEAST,3184,276,4362.61,1006,108,1667.85
2026-06-19,FRYZ,SOUTHEAST,2882,243,3887.11,839,91,1501.69
2026-06-19,FRYZ,MIDWEST,2353,197,3238.8,747,94,1330.52
2026-06-19,FRYZ,WEST,3337,290,4616.42,1130,148,2126.05
2026-06-20,FRYZ,NORTHEAST,3219,232,3584.78,1010,107,1557.38
2026-06-20,FRYZ,SOUTHEAST,2765,230,3823.56,870,85,1242.63
2026-06-20,FRYZ,MIDWEST,2504,205,3497.34,624,82,1285.95
2026-06-20,FRYZ,WEST,3957,324,5024.13,1029,124,1854.75
2026-06-21,FRYZ,NORTHEAST,3333,248,3906.3,1062,138,2136.36
2026-06-21,FRYZ,SOUTHEAST,3195,251,4000.16,856,103,1473.13
2026-06-21,FRYZ,MIDWEST,2514,218,3370.84,801,100,1563.13
2026-06-21,FRYZ,WEST,3640,283,4592.42,884,113,1646.92
2026-06-22,FRYZ,NORTHEAST,3325,281,4362.69,964,101,1517.78
2026-06-22,FRYZ,SOUTHEAST,3139,245,3989.77,920,107,1638.52
2026-06-22,FRYZ,MIDWEST,2518,224,3442.42,748,83,1243.21
2026-06-22,FRYZ,WEST,3604,277,4395.0,980,106,1548.44
2026-06-23,FRYZ,NORTHEAST,3467,286,4477.3,876,99,1482.42
2026-06-23,FRYZ,SOUTHEAST,2676,207,3212.49,846,101,1436.06
2026-06-23,FRYZ,MIDWEST,2854,225,3453.06,836,111,1708.21
2026-06-23,FRYZ,WEST,3815,313,4907.26,1135,145,2379.31
2026-06-24,FRYZ,NORTHEAST,3323,250,4070.51,992,119,1685.48
2026-06-24,FRYZ,SOUTHEAST,2992,211,3393.14,1008,102,1542.86
2026-06-24,FRYZ,MIDWEST,2453,206,3070.54,813,86,1291.8
2026-06-24,FRYZ,WEST,3850,315,4865.41,1041,127,1947.41
2026-06-25,FRYZ,NORTHEAST,3235,283,4332.07,1027,111,1734.73
2026-06-25,FRYZ,SOUTHEAST,2838,232,3620.93,794,99,1498.69
2026-06-25,FRYZ,MIDWEST,2755,242,3708.26,729,80,1184.99
2026-06-25,FRYZ,WEST,3729,308,4813.96,1065,118,1832.83
2026-06-26,FRYZ,NORTHEAST,3322,250,3938.3,887,115,1641.67
2026-06-26,FRYZ,SOUTHEAST,2999,228,3651.97,858,96,1477.11
2026-06-26,FRYZ,MIDWEST,2394,191,2877.46,819,87,1258.76
2026-06-26,FRYZ,WEST,3749,325,5351.47,1072,124,1910.6
2026-06-27,FRYZ,NORTHEAST,3289,303,4943.36,940,103,1463.41
2026-06-27,FRYZ,SOUTHEAST,2941,254,4024.15,922,108,1660.12
2026-06-27,FRYZ,MIDWEST,2571,203,3139.74,905,101,1563.29
2026-06-27,FRYZ,WEST,3418,280,4343.47,1073,125,1918.53
2026-06-28,FRYZ,NORTHEAST,3341,245,4080.37,1191,128,1882.31
2026-06-28,FRYZ,SOUTHEAST,3064,245,3924.57,910,95,1483.04
2026-06-28,FRYZ,MIDWEST,2786,215,3317.34,871,97,1574.35
2026-06-28,FRYZ,WEST,3679,289,4559.46,1080,128,1836.02
2026-06-29,FRYZ,NORTHEAST,3255,259,4208.53,925,108,1685.01
2026-06-29,FRYZ,SOUTHEAST,2889,238,3750.17,845,99,1475.73
2026-06-29,FRYZ,MIDWEST,2656,219,3542.6,714,83,1216.82
2026-06-29,FRYZ,WEST,3400,300,4810.18,1164,138,1921.42
2026-06-30,FRYZ,NORTHEAST,3403,273,4564.82,936,118,1741.89
2026-06-30,FRYZ,SOUTHEAST,3061,246,3667.36,898,96,1482.32
2026-06-30,FRYZ,MIDWEST,2633,218,3562.52,859,92,1311.58
2026-06-30,FRYZ,WEST,3722,322,5336.37,1151,135,1971.16
2026-07-01,FRYZ,NORTHEAST,3046,237,3751.34,956,105,1580.7
2026-07-01,FRYZ,SOUTHEAST,3195,270,4188.01,838,84,1267.32
2026-07-01,FRYZ,MIDWEST,2496,202,3201.82,903,108,1538.95
2026-07-01,FRYZ,WEST,3410,290,4655.69,1150,142,2031.29
2026-07-02,FRYZ,NORTHEAST,3300,272,4376.29,1172,158,2269.36
2026-07-02,FRYZ,SOUTHEAST,2825,226,3429.55,1029,120,1780.18
2026-07-02,FRYZ,MIDWEST,2652,214,3352.08,776,86,1308.51
2026-07-02,FRYZ,WEST,3558,299,4661.89,1194,133,2010.49
2026-07-03,FRYZ,NORTHEAST,3451,280,4511.49,846,90,1250.09
2026-07-03,FRYZ,SOUTHEAST,2931,258,4039.23,974,105,1499.56
2026-07-03,FRYZ,MIDWEST,2448,202,3262.35,881,80,1275.35
2026-07-03,FRYZ,WEST,3645,296,4789.49,1327,161,2432.02
2026-07-04,FRYZ,NORTHEAST,3408,299,4759.55,1025,108,1574.86
2026-07-04,FRYZ,SOUTHEAST,2809,240,3569.54,1055,124,1817.26
2026-07-04,FRYZ,MIDWEST,2551,200,3234.22,819,104,1505.51
2026-07-04,FRYZ,WEST,3528,278,4366.99,1194,146,2153.26
2026-07-05,FRYZ,NORTHEAST,3289,285,4413.44,1000,107,1607.9
2026-07-05,FRYZ,SOUTHEAST,2931,236,3768.28,1047,127,1932.28
2026-07-05,FRYZ,MIDWEST,2635,211,3374.8,849,93,1374.58
2026-07-05,FRYZ,WEST,3405,281,4295.38,1212,133,1927.98
2026-07-06,FRYZ,NORTHEAST,3238,284,4702.08,1181,125,1950.91
2026-07-06,FRYZ,SOUTHEAST,2640,204,3171.54,865,109,1576.14
2026-07-06,FRYZ,MIDWEST,2532,221,3455.86,851,85,1317.29
2026-07-06,FRYZ,WEST,3623,296,4770.13,1372,157,2256.06
2026-07-07,FRYZ,NORTHEAST,3510,289,4588.44,1103,140,2199.83
2026-07-07,FRYZ,SOUTHEAST,3253,241,3871.71,1125,145,2234.57
2026-07-07,FRYZ,MIDWEST,2578,205,3538.2,1000,133,2029.05
2026-07-07,FRYZ,WEST,3703,290,4756.63,1249,142,2252.75
2026-07-08,FRYZ,NORTHEAST,3167,259,4104.52,1158,151,2219.73
2026-07-08,FRYZ,SOUTHEAST,3042,240,3773.05,1054,131,1944.03
2026-07-08,FRYZ,MIDWEST,2711,206,3167.52,789,82,1324.23
2026-07-08,FRYZ,WEST,3773,312,4797.91,1165,141,1903.03
2026-07-09,FRYZ,NORTHEAST,3202,232,3501.2,1248,140,2305.5
2026-07-09,FRYZ,SOUTHEAST,2969,236,3893.96,1000,109,1626.32
2026-07-09,FRYZ,MIDWEST,2518,186,2875.35,813,108,1579.42
2026-07-09,FRYZ,WEST,3606,293,4732.94,1213,135,2116.94
2026-07-10,FRYZ,NORTHEAST,3193,256,3867.29,1046,113,1700.92
2026-07-10,FRYZ,SOUTHEAST,2749,223,3551.19,1069,123,1771.94
2026-07-10,FRYZ,MIDWEST,2605,218,3608.17,963,118,1778.25
2026-07-10,FRYZ,WEST,3598,251,4040.01,1119,131,1956.49
2026-07-11,FRYZ,NORTHEAST,3281,250,3858.52,1177,159,2260.01
2026-07-11,FRYZ,SOUTHEAST,2737,204,3400.21,1045,126,1907.56
2026-07-11,FRYZ,MIDWEST,2876,232,3753.55,793,85,1176.97
2026-07-11,FRYZ,WEST,3271,289,4370.7,1259,133,1948.98
2026-07-12,FRYZ,NORTHEAST,3648,285,4582.66,1281,150,2139.0
2026-07-12,FRYZ,SOUTHEAST,2918,264,4031.42,893,101,1592.23
2026-07-12,FRYZ,MIDWEST,2789,223,3537.48,997,123,1865.16
2026-07-12,FRYZ,WEST,3872,322,5022.91,1167,152,2399.7
2026-07-13,FRYZ,NORTHEAST,3334,264,4187.65,1089,129,1895.66
2026-07-13,FRYZ,SOUTHEAST,2834,216,3410.72,975,112,1743.3
2026-07-13,FRYZ,MIDWEST,2409,184,2718.05,884,93,1475.28
2026-07-13,FRYZ,WEST,3531,263,4225.72,1183,117,1766.94
2026-07-14,FRYZ,NORTHEAST,3500,287,4594.5,1087,126,1750.51
2026-07-14,FRYZ,SOUTHEAST,2863,234,3773.05,1088,123,1884.84
2026-07-14,FRYZ,MIDWEST,2663,216,3441.17,863,79,1153.75
2026-07-14,FRYZ,WEST,3757,273,4246.96,1089,123,1839.15
2026-07-15,FRYZ,NORTHEAST,2869,238,3688.02,1071,108,1629.47
2026-07-15,FRYZ,SOUTHEAST,2907,251,4131.28,1029,122,1719.43
2026-07-15,FRYZ,MIDWEST,2625,224,3628.67,844,86,1295.48
2026-07-15,FRYZ,WEST,3579,283,4269.89,1272,147,2308.46
2026-07-16,FRYZ,NORTHEAST,3555,282,4430.72,1145,137,2023.23
2026-07-16,FRYZ,SOUTHEAST,2817,237,3766.34,1060,130,1894.85
2026-07-16,FRYZ,MIDWEST,2770,223,3545.62,836,86,1287.69
2026-07-16,FRYZ,WEST,3475,276,4348.57,1326,155,2478.07
2026-07-17,FRYZ,NORTHEAST,3124,248,4022.7,1243,132,1960.74
2026-07-17,FRYZ,SOUTHEAST,2541,194,2959.6,1056,110,1646.49
2026-07-17,FRYZ,MIDWEST,2509,203,3197.77,971,108,1566.31
2026-07-17,FRYZ,WEST,3508,274,4143.38,1281,157,2459.68
2026-07-18,FRYZ,NORTHEAST,3139,237,3499.78,1181,149,2209.94
2026-07-18,FRYZ,SOUTHEAST,2842,211,3390.96,1064,121,1925.75
2026-07-18,FRYZ,MIDWEST,2774,225,3608.19,1045,113,1661.12
2026-07-18,FRYZ,WEST,3751,283,4646.79,1217,152,2228.45
2026-07-19,FRYZ,NORTHEAST,3142,254,3856.54,1109,130,1841.97
2026-07-19,FRYZ,SOUTHEAST,2787,224,3412.21,1012,116,1754.35
2026-07-19,FRYZ,MIDWEST,2640,204,3380.67,902,103,1566.46
2026-07-19,FRYZ,WEST,3524,281,4510.53,1308,150,2374.6
2026-07-20,FRYZ,NORTHEAST,3343,267,4125.5,1181,135,2001.92
2026-07-20,FRYZ,SOUTHEAST,3036,264,4054.07,1160,121,1694.8
2026-07-20,FRYZ,MIDWEST,2578,185,2937.51,928,100,1503.63
2026-07-20,FRYZ,WEST,3114,246,3838.9,1220,138,2119.19
2026-07-21,FRYZ,NORTHEAST,3433,280,4652.24,1066,113,1723.53
2026-07-21,FRYZ,SOUTHEAST,2905,226,3688.36,975,99,1545.62
2026-07-21,FRYZ,MIDWEST,2626,215,3449.07,958,103,1595.96
2026-07-21,FRYZ,WEST,3531,285,4484.77,1487,177,2858.48
2026-07-22,FRYZ,NORTHEAST,3323,275,4371.0,1145,136,2032.78
2026-07-22,FRYZ,SOUTHEAST,3248,259,4235.59,1118,139,2010.25
2026-07-22,FRYZ,MIDWEST,2566,174,2785.05,920,103,1651.04
2026-07-22,FRYZ,WEST,3228,245,3793.1,1158,138,2121.05
2026-07-23,FRYZ,NORTHEAST,3006,259,4071.69,1174,132,2037.51
2026-07-23,FRYZ,SOUTHEAST,2843,221,3288.3,1195,149,2426.69
2026-07-23,FRYZ,MIDWEST,2888,208,3363.79,849,106,1543.35
2026-07-23,FRYZ,WEST,3683,304,4929.46,1297,159,2369.61
2026-07-24,FRYZ,NORTHEAST,3494,286,4446.46,1253,135,1926.89
2026-07-24,FRYZ,SOUTHEAST,3061,239,3545.48,1076,125,1852.75
2026-07-24,FRYZ,MIDWEST,2655,210,3264.44,933,101,1555.74
2026-07-24,FRYZ,WEST,3824,283,4260.61,1201,134,2071.37
2026-07-25,FRYZ,NORTHEAST,3110,235,3710.35,1221,103,1614.78
2026-07-25,FRYZ,SOUTHEAST,3091,219,3479.86,1097,140,2109.97
2026-07-25,FRYZ,MIDWEST,2642,198,3188.53,937,103,1534.16
2026-07-25,FRYZ,WEST,3502,258,3953.82,1415,173,2420.47
2026-07-26,FRYZ,NORTHEAST,3359,247,3930.03,1087,114,1781.73
2026-07-26,FRYZ,SOUTHEAST,3006,242,3895.72,1157,134,2118.31
2026-07-26,FRYZ,MIDWEST,2519,194,3116.24,933,98,1509.85
2026-07-26,FRYZ,WEST,3844,291,4684.62,1306,162,2479.35
2026-07-27,FRYZ,NORTHEAST,3102,230,3595.82,1390,168,2760.94
2026-07-27,FRYZ,SOUTHEAST,3014,257,4063.3,978,102,1454.78
2026-07-27,FRYZ,MIDWEST,2517,204,3247.76,954,132,1962.71
2026-07-27,FRYZ,WEST,3891,334,5329.77,1375,169,2542.25
2026-07-28,FRYZ,NORTHEAST,3385,282,4133.17,1246,129,1990.16
2026-07-28,FRYZ,SOUTHEAST,2909,226,3461.33,1138,133,2068.27
2026-07-28,FRYZ,MIDWEST,2609,200,3209.04,953,114,1811.2
2026-07-28,FRYZ,WEST,3707,310,4785.89,1190,130,2013.42
2026-07-29,FRYZ,NORTHEAST,3450,272,4412.24,1152,129,1968.49
2026-07-29,FRYZ,SOUTHEAST,2837,221,3421.71,1103,131,2021.98
2026-07-29,FRYZ,MIDWEST,2728,220,3340.53,1152,138,1967.96
2026-07-29,FRYZ,WEST,3813,287,4601.94,1490,168,2655.3
2026-07-30,FRYZ,NORTHEAST,3446,277,4252.12,1230,151,2310.3
2026-07-30,FRYZ,SOUTHEAST,3113,251,4118.24,1159,131,1887.4
2026-07-30,FRYZ,MIDWEST,2625,225,3595.83,1125,117,1744.42
2026-07-30,FRYZ,WEST,3701,312,5057.35,1287,131,1880.57
2026-07-31,FRYZ,NORTHEAST,3204,264,3991.09,1222,134,1927.74
2026-07-31,FRYZ,SOUTHEAST,3114,239,3665.43,1370,165,2466.96
2026-07-31,FRYZ,MIDWEST,2869,205,3287.2,976,130,1971.32
2026-07-31,FRYZ,WEST,3556,279,4405.88,1332,155,2289.05
2026-08-01,FRYZ,NORTHEAST,3582,300,4610.45,1260,124,1888.12
2026-08-01,FRYZ,SOUTHEAST,2954,238,3854.05,1218,148,2337.45
2026-08-01,FRYZ,MIDWEST,2644,201,3152.09,902,113,1666.0
2026-08-01,FRYZ,WEST,3639,255,4020.87,1534,182,2753.51
2026-08-02,FRYZ,NORTHEAST,3346,288,4523.32,1195,132,2069.16
2026-08-02,FRYZ,SOUTHEAST,2980,248,3786.18,1086,123,1779.3
2026-08-02,FRYZ,MIDWEST,2614,210,3216.59,1043,106,1596.07
2026-08-02,FRYZ,WEST,3728,301,5053.58,1410,162,2460.22
2026-08-03,FRYZ,NORTHEAST,3186,261,4059.33,1365,133,2005.81
2026-08-03,FRYZ,SOUTHEAST,3004,248,4056.76,1032,106,1530.86
2026-08-03,FRYZ,MIDWEST,2458,194,3067.8,1053,117,1838.26
2026-08-03,FRYZ,WEST,3751,280,4246.88,1220,119,1748.99
2026-08-04,FRYZ,NORTHEAST,3435,248,3913.82,1375,172,2624.18
2026-08-04,FRYZ,SOUTHEAST,2744,218,3258.04,994,102,1605.83
2026-08-04,FRYZ,MIDWEST,2559,177,2835.86,956,107,1576.86
